null,lib,egka,EGKA,GGKA,GSKV,GGKV,GSKA
40.950001,136.800003,714.149963,1108.799927,407.699982,104.849998,49.5,53.099998
87.75,46.799999,297.449982,177.75,464.849976,110.25,84.599998,75.150002
63.899998,32.849998,2623.5,4927.5,1441.799927,234,140.849991,52.199997
104.399994,40.5,192.149994,3177,680.849976,117.899994,245.25,117.899994
55.799999,46.349998,1520.549927,959.399963,528.299988,36.450001,49.049999,26.099998
233.099991,210.149994,765.899963,457.199982,566.099976,53.549999,85.949997,32.849998
110.25,82.799995,1994.849976,1603.349976,458.099976,71.099998,92.699997,46.349998
49.5,46.349998,3038.849854,1476.449951,907.649963,57.599998,41.849998,85.049995
101.25,126.449997,187.649994,584.549988,339.75,65.25,127.349998,75.599998
46.799999,66.150002,884.25,786.599976,178.199997,74.25,49.049999,35.099998
64.349998,146.699997,417.149994,451.799988,603,63.449997,140.849991,43.649998
50.399998,130.5,8064.449707,1696.049927,504,37.799999,157.5,67.049995
235.349991,34.649998,587.700012,1458.899902,306.449982,185.399994,141.300003,286.649994
65.699997,122.399994,1230.299927,2979.899902,834.299988,56.699997,63,54
129.149994,47.25,538.200012,2404.349854,174.599991,80.549995,119.25,59.399998
126.899994,27.449999,3488.849854,1815.75,273.600006,63,124.649994,122.849998
134.099991,171.899994,245.699997,3594.599854,241.649994,121.049995,92.25,67.949997
49.049999,211.5,1008.449951,1856.699951,1089,115.649994,64.799995,12.15
36,211.5,106.649994,4086.899902,1094.400024,78.299995,177.75,69.75
70.199997,49.949997,659.25,868.5,218.25,61.649998,98.099998,74.699997
125.549995,72,712.799988,930.599976,210.599991,112.049995,135.899994,121.049995
58.949997,92.25,891.899963,1602.449951,817.199951,121.049995,154.800003,61.649998
14.849999,39.599998,954,1708.199951,617.849976,33.299999,92.699997,58.049999
40.049999,81.900002,369.899994,1993.949951,161.099991,187.649994,49.049999,93.149994
246.149994,120.149994,914.399963,2385.899902,3339.899902,81,29.699999,38.700001
66.599998,214.649994,482.399994,4590,439.649994,320.399994,101.699997,58.5
50.399998,165.599991,860.849976,1351.349976,335.25,84.599998,70.199997,126.449997
36.450001,62.099998,90.449997,4562.100098,545.399963,18,130.5,34.649998
74.25,242.099991,555.75,3325.049805,2086.199951,40.950001,168.300003,115.649994
132.300003,100.349998,662.849976,1513.799927,270.899994,74.699997,32.849998,160.199997
171.899994,202.5,2980.799805,2578.5,521.549988,209.699997,100.799995,41.849998
49.949997,80.099998,1129.049927,958.5,242.099991,130.050003,79.199997,257.850006
113.849998,42.75,1126.349976,1250.549927,446.399994,47.25,63,37.799999
81.449997,106.199997,936.899963,3400.199951,280.799988,55.799999,272.25,42.299999
39.599998,51.299999,1084.049927,1272.599976,114.75,81.449997,116.099998,120.599998
70.199997,98.549995,351.899994,7974,649.349976,42.75,69.299995,105.299995
49.949997,68.849998,815.849976,609.75,156.599991,86.399994,223.649994,183.599991
89.549995,137.699997,1076.400024,2470.949951,205.649994,85.049995,310.5,110.699997
106.199997,50.399998,928.799988,1453.049927,1110.599976,86.849998,112.049995,55.349998
42.299999,211.5,111.149994,443.699982,691.199951,30.599998,37.799999,22.5
33.75,183.599991,1476.899902,3822.75,506.25,95.399994,351,94.049995
114.299995,236.25,1159.650024,1315.349976,46.349998,79.650002,57.599998,177.75
94.949997,97.199997,578.25,1573.199951,265.949982,142.199997,129.149994,95.399994
143.550003,38.700001,937.349976,759.599976,2661.300049,83.25,62.099998,115.199997
67.5,68.400002,969.75,4458.600098,272.25,28.799999,154.349991,69.75
94.049995,81.449997,418.949982,2522.699951,1005.299988,70.199997,187.649994,140.399994
80.099998,33.75,788.399963,1265.849976,1138.5,47.25,117.899994,54
147.599991,55.799999,650.25,888.299988,568.799988,29.699999,155.699997,23.4
565.649963,184.949997,132.75,6983.549805,677.25,81.449997,44.549999,30.599998
105.299995,183.599991,2275.649902,1491.75,538.200012,22.049999,97.199997,26.549999
70.650002,30.599998,3480.75,2719.800049,238.5,78.299995,59.399998,64.799995
60.299999,22.5,273.149994,1094.849976,153,94.949997,165.149994,48.599998
49.5,93.149994,382.5,1504.799927,139.949997,186.75,97.199997,42.75
26.099998,60.299999,740.699951,1383.299927,1012.949951,118.799995,110.699997,94.949997
52.649998,46.349998,267.299988,3025.349854,689.399963,63.899998,114.299995,47.699997
109.799995,36.450001,1033.199951,873.449951,300.600006,62.099998,57.149998,41.849998
168.75,94.949997,911.25,1710.449951,1407.599976,63,107.099998,100.349998
53.549999,45.449997,1414.799927,1213.650024,198.449997,55.349998,50.399998,54.899998
93.599998,86.849998,546.75,1036.349976,465.75,139.050003,128.699997,153.899994
269.100006,103.5,522,2560.949951,75.599998,50.849998,45.449997,78.75
199.799988,71.549995,878.399963,4153.949707,436.5,79.650002,94.5,115.199997
69.299995,71.099998,1303.650024,1462.5,391.949982,71.099998,36.450001,206.099991
50.399998,261.899994,1816.649902,1753.649902,952.649963,49.949997,85.049995,54.449997
70.199997,27.9,1913.399902,1955.699951,135.899994,115.199997,32.849998,66.150002
195.75,58.949997,313.199982,2025.449951,1043.549927,148.050003,96.75,230.399994
62.099998,47.699997,1356.75,2480.849854,196.199997,85.949997,142.649994,139.949997
87.299995,54.449997,1678.949951,2893.5,311.399994,98.549995,196.649994,41.849998
84.599998,67.949997,1286.549927,1086.75,99,81.900002,43.649998,79.650002
84.599998,31.5,217.349991,1053,989.549988,130.5,183.599991,39.599998
175.949997,49.949997,917.099976,5292,1560.149902,32.399998,115.649994,121.5
67.5,158.849991,481.5,1012.949951,651.149963,39.149998,156.149994,21.599998
40.5,129.599991,316.350006,420.299988,400.949982,155.25,62.099998,102.149994
108,145.349991,1775.699951,3534.75,239.399994,193.5,576.450012,117
67.949997,71.549995,385.649994,761.399963,392.399994,146.25,94.049995,81
63,70.199997,762.299988,815.399963,774.449951,81.449997,156.599991,137.25
90.899994,88.649994,602.099976,3051.449951,513.899963,88.649994,130.949997,60.299999
116.549995,206.099991,441.449982,1421.099976,252.449997,58.5,89.549995,73.799995
67.5,210.599991,207.899994,2686.050049,518.849976,85.049995,225,74.699997
122.399994,103.049995,1223.549927,2601.449951,1584,147.149994,45.899998,63.899998
132.75,31.049999,824.399963,1534.049927,2145.149902,33.75,95.399994,66.599998
49.5,84.150002,6827.849609,1150.650024,216.899994,54,142.199997,124.649994
82.799995,72,98.099998,1558.349976,417.599976,301.5,90,132.300003
37.349998,124.199997,1235.699951,2078.550049,477.449982,77.849998,79.650002,137.25
28.349998,69.75,227.699997,2963.25,271.350006,217.799988,48.149998,200.25
99,161.550003,364.5,920.699951,478.799988,63.449997,85.049995,265.049988
45.899998,82.799995,952.199951,1245.599976,505.349976,50.849998,414.449982,115.649994
176.399994,74.699997,3255.299805,2335.050049,275.850006,35.549999,245.25,49.949997
83.25,62.549999,192.149994,6802.199707,462.149994,38.700001,40.950001,58.5
163.800003,79.199997,122.849998,3290.849854,68.400002,39.149998,122.399994,147.149994
77.400002,123.75,824.849976,1256.849976,221.399994,57.599998,70.650002,184.949997
85.949997,91.799995,814.5,913.5,1285.199951,78.299995,51.75,91.799995
171.449997,81.900002,834.75,1970.099976,820.349976,60.75,64.799995,34.649998
74.699997,26.099998,95.399994,1656.899902,500.849976,115.199997,174.599991,101.699997
52.199997,130.5,144.449997,1012.049988,1259.099976,77.849998,134.550003,63.449997
268.199982,284.399994,45,943.649963,432.899994,224.099991,106.649994,61.649998
61.199997,103.5,133.649994,2923.199951,166.050003,198,296.100006,58.949997
57.149998,72.900002,391.5,3043.349854,368.549988,56.699997,54.899998,61.199997
70.199997,29.699999,647.549988,2662.199951,862.199951,98.099998,456.299988,135.449997
306,155.25,565.200012,716.399963,940.5,102.149994,153,49.049999
53.099998,27.449999,538.200012,4394.25,627.75,117.449997,37.349998,61.199997
47.25,81.900002,710.099976,1196.099976,382.949982,51.75,114.75,49.949997
151.199997,107.549995,323.549988,2209.949951,531,178.649994,68.849998,122.849998
41.849998,36,498.599976,3990.599854,299.699982,220.049988,181.349991,47.699997
76.049995,98.549995,463.049988,1830.599976,1224.900024,88.649994,78.75,91.349998
118.799995,17.1,301.949982,1413,388.799988,217.349991,52.649998,180
78.299995,144.449997,2447.099854,1307.25,681.75,114.299995,56.25,72.900002
116.099998,93.149994,580.5,1174.049927,193.049988,59.849998,107.549995,60.75
70.650002,50.399998,316.799988,5359.949707,1293.299927,505.349976,76.049995,222.299988
139.5,60.75,1081.349976,2122.199951,913.949951,60.75,59.399998,58.049999
32.849998,201.599991,1465.199951,1107.900024,623.700012,232.199997,75.150002,117.899994
138.599991,71.099998,990,931.5,340.649994,184.5,36.450001,47.25
54.899998,60.299999,1465.199951,2581.649902,2653.649902,98.099998,55.349998,65.699997
95.399994,81.449997,1300.5,1349.549927,1151.099976,62.549999,142.649994,145.800003
61.649998,40.950001,632.700012,1221.75,85.5,98.549995,62.549999,58.949997
165.599991,31.5,62.099998,1986.299927,245.699997,51.75,105.299995,98.549995
142.199997,45.449997,183.599991,1455.299927,295.199982,67.949997,52.199997,267.75
46.349998,87.75,893.25,5323.949707,964.799988,63.899998,140.399994,131.849991
68.849998,73.799995,1005.299988,1260,59.849998,187.649994,29.25,48.149998
79.199997,81.900002,1093.949951,626.849976,531,33.75,62.549999,123.299995
61.649998,62.099998,1363.049927,2994.75,610.649963,68.849998,29.25,69.75
146.25,271.799988,273.600006,2211.75,747,124.649994,59.849998,48.149998
136.800003,46.799999,71.549995,1909.799927,1461.149902,19.799999,116.549995,65.25
210.599991,54.449997,405.899994,5040.899902,1147.5,126.449997,87.299995,133.199997
54,102.149994,441,1012.949951,502.199982,95.399994,77.400002,94.949997
63.899998,53.549999,1082.699951,115.649994,1766.25,54.449997,123.299995,98.549995
104.849998,86.849998,677.700012,679.049988,1096.199951,83.25,90.899994,119.25
216.899994,103.5,716.399963,2504.25,285.299988,61.199997,50.399998,51.75
93.149994,195.299988,1267.650024,805.049988,1102.949951,282.600006,76.949997,108.449997
72,103.049995,311.850006,1417.949951,41.849998,55.349998,67.5,59.849998
221.849991,52.199997,658.349976,1503,605.25,118.799995,36,35.099998
111.599998,107.099998,292.949982,2612.699951,226.349991,98.099998,191.25,134.550003
223.199997,53.099998,1337.400024,3103.199951,568.799988,173.699997,400.049988,87.299995
121.049995,172.349991,800.099976,3078.899902,568.799988,52.649998,90,71.549995
90,67.049995,662.849976,2833.649902,1797.75,50.849998,384.75,76.049995
71.549995,153.449997,2024.549927,789.299988,895.049988,45,57.149998,69.75
49.5,80.099998,170.099991,1155.150024,890.099976,121.049995,15.299999,56.25
157.949997,102.599998,244.349991,2314.349854,300.600006,41.849998,39.149998,94.5
50.399998,40.950001,588.149963,1380.150024,135,48.599998,107.549995,92.699997
64.799995,126.899994,799.199951,2407.5,112.949997,47.699997,63.449997,157.050003
329.850006,94.049995,714.599976,924.75,220.5,65.25,81.900002,99
51.75,436.5,1048.5,1787.849976,285.75,176.399994,168.75,46.799999
42.75,184.949997,710.549988,982.799988,1640.25,162.899994,65.699997,32.849998
112.949997,73.349998,983.699951,1318.5,118.349998,65.25,180.449997,70.199997
82.349998,61.649998,566.549988,1692.899902,642.599976,65.25,49.5,76.5
65.25,23.4,773.549988,1201.5,416.25,76.049995,142.199997,164.699997
138.599991,44.099998,93.599998,3125.25,774,157.949997,79.650002,101.25
91.349998,200.699997,3715.199951,1741.949951,1262.699951,87.75,87.75,76.049995
63.899998,45,1251.900024,2866.949951,288,76.049995,194.849991,39.599998
83.25,108.899994,3234.149902,1237.949951,543.599976,123.75,160.649994,93.149994
130.5,75.150002,593.549988,6678.899902,288,80.099998,122.399994,89.549995
121.949997,220.049988,618.299988,3459.149902,373.949982,124.649994,55.349998,90.899994
72.449997,22.049999,693,714.599976,117.899994,52.199997,185.399994,165.599991
88.649994,104.849998,1192.049927,8490.149414,518.399963,122.399994,78.299995,143.099991
105.75,109.799995,981,214.199997,445.5,45,53.549999,141.300003
110.699997,55.799999,404.099976,2371.5,375.75,63.899998,94.5,26.549999
24.299999,120.599998,872.549988,820.349976,1624.949951,50.849998,184.949997,99.899994
31.5,43.199997,286.199982,2452.050049,646.200012,66.599998,54.449997,51.299999
140.399994,39.149998,1995.75,767.25,768.149963,75.599998,93.599998,62.549999
54,188.099991,888.75,906.75,249.299988,40.950001,79.650002,79.650002
46.799999,89.099998,255.599991,1213.199951,530.099976,166.5,187.199997,122.399994
164.699997,62.549999,168.75,1651.049927,390.599976,84.599998,58.5,144.899994
111.149994,33.75,421.199982,1629,1214.099976,145.349991,169.649994,30.599998
134.550003,40.950001,743.399963,2614.050049,776.699951,88.199997,38.25,108.449997
222.299988,117.899994,2735.550049,1372.049927,645.299988,121.5,58.049999,80.549995
96.75,39.149998,1937.699951,3002.399902,551.25,60.299999,157.949997,86.849998
69.299995,82.349998,3429.449951,2547.899902,834.299988,183.149994,180,238.949997
49.5,70.199997,1843.199951,3300.75,1393.199951,126,83.25,83.699997
66.150002,80.549995,184.049988,3770.549805,1020.599976,81.449997,97.649994,94.949997
60.75,210.599991,1850.849976,1668.599976,660.599976,168.300003,168.300003,72
63,28.349998,454.949982,1729.349976,266.850006,60.75,45,56.699997
61.649998,78.299995,94.949997,2131.649902,1519.199951,92.699997,60.75,75.150002
81,104.399994,2038.5,2255.849854,1303.650024,411.299988,68.400002,29.25
211.049988,162.449997,2551.5,2685.149902,161.550003,113.849998,73.799995,39.149998
119.25,25.199999,475.199982,1413,738.449951,94.949997,36.899998,118.349998
186.75,31.949999,36,2065.050049,309.149994,61.649998,51.75,73.799995
227.25,59.399998,144.449997,1464.75,494.549988,108.449997,99,85.949997
118.799995,54.449997,4685.850098,1032.299927,720.449951,67.049995,215.549988,106.199997
33.299999,82.799995,634.5,117,1290.150024,46.799999,26.099998,204.75
44.099998,69.299995,74.699997,2303.099854,441.449982,55.799999,103.5,124.649994
139.5,72.449997,2010.149902,1350,414.449982,53.549999,52.649998,123.299995
97.199997,17.1,137.699997,1052.099976,221.399994,127.799995,111.599998,84.599998
58.5,224.549988,1344.150024,3053.699951,597.149963,139.050003,62.099998,35.099998
234.899994,94.049995,751.949951,2425.5,426.149994,107.099998,23.849998,104.849998
51.75,58.049999,469.799988,2171.25,745.199951,69.299995,63.899998,45.899998
78.299995,50.399998,69.299995,2104.199951,406.799988,229.049988,106.649994,81.449997
83.699997,39.149998,601.200012,562.950012,96.75,135.449997,63.899998,30.599998
134.099991,124.199997,1181.25,2632.050049,462.149994,40.5,169.199997,38.700001
75.150002,44.549999,1054.349976,1060.199951,218.699997,76.049995,56.25,52.199997
27.9,170.099991,2255.399902,1264.949951,373.5,208.799988,114.299995,184.949997
94.949997,72,1705.5,963,2215.800049,101.25,61.649998,63.899998
42.75,88.649994,156.599991,1224,159.300003,71.099998,69.75,87.75
54,91.799995,1065.150024,1928.699951,1424.25,28.349998,177.299988,58.949997
64.799995,68.400002,797.399963,1255.049927,843.75,99,140.849991,124.649994
54.449997,143.099991,126,2362.050049,276.299988,54.449997,67.949997,72
186.299988,92.699997,890.099976,5961.599609,14.849999,74.699997,58.049999,228.599991
50.399998,101.25,2663.550049,1010.25,331.649994,250.649994,225.899994,81.900002
121.049995,395.549988,504.899994,1358.549927,405,212.849991,140.849991,98.099998
707.399963,185.399994,2461.5,1067.849976,659.25,102.599998,55.799999,43.199997
83.699997,87.299995,1304.549927,2142.899902,1508.399902,63.899998,125.099998,208.349991
51.299999,85.049995,405.899994,697.049988,444.149994,100.349998,68.400002,23.849998
155.699997,71.099998,499.949982,1782.449951,261,100.799995,110.699997,162.899994
142.649994,37.799999,1852.649902,1629,78.299995,184.949997,59.399998,58.049999
81.449997,37.349998,430.649994,5763.149902,480.599976,305.100006,42.299999,82.349998
103.5,49.049999,761.399963,1477.799927,492.299988,55.349998,180,79.650002
95.849998,170.099991,166.949997,1227.150024,123.75,91.349998,76.5,51.299999
51.299999,52.649998,550.349976,1961.549927,282.149994,44.099998,63.899998,26.099998
63.899998,149.849991,513.450012,1233.449951,714.599976,55.349998,131.399994,28.799999
35.549999,59.399998,436.949982,1352.699951,123.75,166.949997,35.099998,84.599998
48.149998,100.799995,190.799988,2023.649902,89.099998,69.299995,61.649998,76.949997
290.699982,118.349998,2471.849854,3549.599854,831.599976,128.699997,62.549999,144.899994
32.399998,130.949997,1543.949951,1044,1204.650024,115.649994,126.449997,52.649998
56.699997,88.649994,2477.699951,1551.149902,971.099976,67.049995,39.599998,36.899998
129.149994,59.849998,112.049995,2716.199951,389.25,62.099998,93.599998,113.399994
73.349998,59.399998,101.699997,3302.549805,251.099991,69.75,57.149998,76.5
323.549988,47.25,1129.949951,2075.399902,1623.599976,140.849991,61.199997,137.25
44.099998,81.449997,383.399994,1486.799927,550.799988,65.25,94.5,90.899994
64.799995,66.599998,1300.5,1747.349976,186.75,39.599998,314.549988,99
145.800003,83.699997,647.099976,1613.699951,444.599976,99.449997,117.449997,135.449997
89.549995,22.5,513.450012,1214.099976,376.649994,78.299995,99,150.300003
159.75,75.599998,477,657.450012,227.25,40.049999,113.849998,100.799995
103.049995,81,1320.299927,3208.049805,81.900002,107.549995,81,330.299988
50.399998,83.25,95.849998,2895.299805,450.449982,254.699997,60.299999,113.849998
260.549988,27,451.799988,1336.5,263.699982,338.399994,92.699997,363.599976
55.349998,62.549999,193.049988,2063.699951,531.450012,153.899994,21.599998,112.5
47.25,90.899994,2074.050049,2092.050049,604.349976,165.599991,145.800003,192.599991
197.099991,58.949997,263.25,1575.899902,462.149994,125.549995,149.849991,75.599998
89.099998,340.649994,645.75,1183.049927,189.899994,248.849991,94.5,151.199997
37.349998,76.949997,542.700012,4387.5,449.549988,49.949997,211.5,189.899994
128.699997,40.950001,463.049988,1300.949951,2457.449951,63.449997,216,77.400002
101.699997,136.800003,210.599991,680.849976,725.849976,53.099998,155.25,79.650002
63.449997,109.349998,685.349976,3343.949951,861.299988,76.5,125.099998,34.200001
61.199997,64.349998,820.349976,1907.549927,513.899963,44.549999,134.099991,87.75
184.5,124.199997,1202.849976,4113.449707,1602.899902,81.449997,52.649998,141.300003
31.5,110.25,1477.349976,1977.75,261.899994,269.549988,81.900002,81
144,121.949997,1121.849976,2583,276.75,87.299995,95.399994,227.699997
39.149998,35.099998,102.149994,1516.949951,772.649963,64.799995,77.400002,57.599998
44.099998,57.599998,60.75,1662.299927,1509.75,225.899994,33.299999,152.099991
279.899994,38.700001,3110.849854,1335.599976,335.25,55.799999,135.449997,90
142.199997,66.150002,1090.799927,1633.049927,794.699951,46.349998,85.949997,98.099998
44.549999,306.899994,622.799988,418.5,480.149994,56.699997,296.100006,77.400002
45.899998,195.299988,3694.049805,5141.699707,826.649963,72.449997,29.699999,83.25
62.549999,139.5,5350.949707,3799.799805,3319.199951,60.299999,109.349998,26.549999
50.849998,63.449997,1089,2003.399902,103.5,20.699999,59.849998,40.5
35.549999,109.799995,1345.5,1588.049927,881.099976,118.349998,157.949997,123.299995
73.349998,68.400002,218.699997,603.450012,1081.349976,60.75,90.449997,58.5
63.899998,60.299999,898.649963,5628.149902,369.449982,174.599991,26.099998,205.649994
8.55,80.549995,760.049988,1035.900024,1165.949951,328.949982,85.049995,80.549995
61.199997,178.199997,509.399994,776.25,737.099976,86.399994,72.449997,26.549999
73.349998,25.199999,3060.449951,2193.300049,179.549988,50.399998,94.5,83.699997
107.099998,58.049999,1966.5,1156.049927,567.450012,105.75,273.149994,63.899998
36.899998,146.699997,1149.75,805.049988,422.549988,21.15,116.099998,128.25
28.349998,38.25,932.399963,4039.199951,707.399963,80.549995,90,45
337.049988,80.549995,1054.349976,3253.5,667.349976,113.399994,173.25,45
58.5,79.199997,152.099991,1763.099976,1176.299927,49.5,27,122.399994
54.449997,81,718.199951,2385.449951,919.799988,70.650002,95.399994,99.899994
137.25,80.549995,1063.799927,130.5,922.049988,82.799995,71.549995,163.800003
48.149998,43.649998,1421.549927,4850.100098,220.049988,45.449997,93.149994,90.449997
139.5,60.299999,1765.349976,3447,843.299988,72,65.25,70.199997
150.75,112.049995,221.399994,1303.650024,182.25,120.599998,200.699997,44.099998
240.75,103.5,535.5,3700.349854,2025.899902,62.099998,129.599991,152.099991
97.199997,63.449997,329.850006,1568.699951,1009.349976,74.699997,58.5,45.899998
79.199997,100.799995,958.5,1331.099976,1239.299927,61.199997,105.75,79.650002
107.099998,387,1208.699951,3569.399902,399.149994,174.149994,193.5,38.700001
93.149994,135.449997,456.299988,670.049988,412.649994,166.5,53.549999,30.15
151.649994,295.649994,604.799988,5324.399902,484.199982,108,85.5,85.049995
438.75,121.049995,1240.199951,1875.599976,500.849976,114.75,202.049988,60.75
114.75,104.399994,912.599976,1397.699951,321.75,65.699997,47.699997,156.149994
60.299999,43.649998,3750.75,686.700012,146.699997,179.099991,63.899998,83.699997
58.049999,113.399994,283.049988,1678.949951,1522.799927,89.549995,243,96.75
135,69.299995,958.949951,295.649994,746.549988,55.799999,67.049995,98.099998
36.450001,87.75,450.449982,407.25,596.25,61.649998,133.649994,97.649994
54,62.549999,972.899963,659.700012,160.199997,139.5,36.450001,45
174.149994,99.449997,1593.449951,1480.049927,198,222.75,101.699997,322.199982
142.199997,54.449997,485.549988,3015.449951,256.049988,255.599991,75.599998,50.849998
80.549995,49.5,2455.649902,2423.25,1073.25,83.699997,57.149998,41.849998
79.650002,53.549999,2502.899902,320.399994,251.099991,110.699997,193.5,89.099998
45.899998,61.199997,999.899963,1331.099976,274.049988,126.899994,45.899998,85.049995
54.899998,45,1119.599976,621.450012,546.299988,64.349998,49.049999,205.649994
28.799999,71.549995,2203.649902,594.899963,1486.799927,220.949997,67.049995,39.149998
82.349998,63.899998,1260,1703.25,1235.699951,346.5,62.099998,82.349998
410.849976,34.200001,39.149998,2248.199951,444.149994,31.949999,29.699999,53.099998
56.699997,40.049999,283.949982,2705.399902,481.5,115.649994,83.699997,45.899998
56.25,31.5,132.300003,1478.699951,427.049988,76.949997,56.699997,175.949997
54.899998,152.099991,55.799999,1548.449951,511.199982,41.849998,60.299999,83.699997
38.25,69.75,1355.400024,1281.150024,171.899994,248.849991,56.25,94.5
84.150002,76.949997,755.099976,2794.949951,323.549988,126,99.449997,115.199997
114.299995,31.949999,558.899963,1314.449951,775.349976,48.599998,124.199997,33.299999
70.650002,55.349998,683.099976,1501.649902,1219.5,134.550003,126.449997,57.599998
89.099998,57.149998,82.799995,559.799988,463.949982,68.400002,51.75,87.75
193.949997,41.399998,146.699997,3666.599854,531.899963,73.799995,23.849998,126.449997
215.099991,63,65.699997,2053.800049,415.799988,27,146.25,118.349998
42.299999,70.650002,125.099998,368.549988,356.849976,67.049995,95.849998,87.299995
84.599998,26.549999,757.799988,2398.050049,753.299988,265.5,162,146.699997
56.25,65.699997,1383.75,4034.699951,102.599998,134.099991,126,254.699997
133.199997,105.299995,508.5,287.100006,2369.25,95.849998,138.599991,127.349998
139.050003,105.75,131.399994,2738.699951,265.5,176.399994,50.849998,38.700001
139.050003,90.899994,96.75,1194.299927,1045.799927,72.900002,140.849991,64.349998
134.550003,79.650002,1278.900024,2413.800049,331.649994,79.650002,48.149998,190.349991
93.599998,56.25,2237.849854,3887.549805,647.549988,49.5,49.949997,203.399994
45.449997,48.599998,922.049988,866.699951,1242,84.150002,63.899998,61.199997
34.649998,286.649994,3131.549805,1474.199951,504,118.799995,109.349998,118.349998
72.900002,47.25,632.700012,2418.300049,33.75,112.949997,365.399994,54.899998
65.699997,70.199997,123.299995,2219.849854,267.299988,31.5,99.899994,97.199997
91.349998,40.5,674.549988,347.849976,661.5,53.099998,82.799995,177.75
81.900002,338.850006,741.149963,5659.649902,556.649963,36,110.699997,58.949997
30.15,62.549999,1373.849976,184.049988,622.349976,75.150002,55.799999,485.099976
159.75,123.75,337.049988,499.049988,3079.349854,113.399994,199.349991,355.049988
95.399994,111.149994,5601.599609,1338.75,324.449982,76.949997,20.699999,49.949997
48.599998,43.649998,781.199951,4852.350098,1471.5,79.199997,141.300003,68.849998
157.5,71.549995,1648.799927,823.949951,119.699997,122.849998,118.349998,40.950001
68.849998,74.25,326.699982,3505.949951,287.549988,110.699997,49.949997,81.449997
161.550003,174.599991,952.199951,679.5,3397.949951,54,159.300003,43.199997
163.800003,61.649998,632.700012,3780.899902,2178.899902,66.150002,70.650002,58.5
83.25,58.049999,863.099976,3131.549805,160.649994,53.099998,63,48.599998
146.25,18,565.200012,3228.299805,114.75,117.449997,72.900002,69.75
93.599998,181.799988,1090.799927,1763.099976,135.899994,61.199997,24.299999,111.149994
70.650002,36.450001,501.299988,1867.5,298.799988,234,108,91.799995
188.099991,83.25,955.799988,1873.799927,238.949997,24.75,67.949997,152.099991
97.649994,58.5,1215.900024,810,607.5,190.799988,87.299995,65.699997
101.699997,54.449997,695.25,834.75,3083.849854,104.399994,33.299999,133.649994
144.449997,32.399998,4229.100098,471.149994,196.649994,145.349991,260.549988,28.799999
49.949997,86.399994,246.599991,689.399963,1302.75,63.449997,38.700001,209.25
64.349998,80.549995,360,1652.849976,513.450012,46.349998,48.149998,127.799995
134.550003,203.849991,826.199951,2052,1629.449951,231.299988,78.299995,45.449997
171.449997,58.949997,1710.899902,836.549988,875.699951,120.599998,58.5,71.549995
94.049995,42.75,222.299988,261,3572.549805,168.75,85.949997,114.299995
125.099998,87.75,305.100006,4489.199707,180.449997,77.400002,86.849998,37.799999
217.349991,74.25,938.699951,2688.300049,2397.149902,64.349998,67.949997,45.899998
146.25,61.649998,595.349976,1569.149902,245.699997,46.799999,172.349991,197.099991
48.599998,49.949997,680.399963,2044.799927,760.949951,171.449997,25.65,53.099998
206.549988,67.5,2082.149902,3777.299805,108.899994,141.300003,117,70.650002
364.949982,62.099998,1137.599976,1594.349976,151.649994,94.5,51.299999,83.699997
91.799995,121.5,198.449997,2140.199951,226.349991,153,65.25,102.599998
59.849998,68.849998,266.850006,1242.449951,1021.5,219.149994,57.599998,80.549995
61.649998,74.699997,1253.699951,2450.699951,151.199997,53.549999,24.75,66.599998
97.649994,66.150002,2432.699951,1959.75,411.75,63.449997,135,38.700001
109.349998,101.699997,575.099976,399.149994,395.549988,128.699997,42.299999,62.099998
50.849998,43.649998,3860.099854,455.399994,144.899994,124.199997,122.849998,293.850006
54,78.299995,67.5,1276.650024,277.649994,61.199997,130.949997,45
261,110.25,997.649963,770.399963,1161.900024,69.299995,64.799995,476.549988
171,47.699997,756.899963,940.049988,547.200012,83.25,49.949997,104.399994
114.75,41.849998,487.799988,3430.799805,385.199982,79.199997,147.599991,97.199997
63,47.699997,163.800003,788.399963,1368,60.75,176.399994,289.350006
127.799995,54.899998,147.149994,519.75,731.699951,77.400002,205.199997,40.5
58.049999,54,1141.650024,1897.649902,740.699951,105.75,131.849991,57.599998
139.5,168.300003,2790,4037.399902,228.149994,69.299995,138.599991,90.449997
153.449997,239.399994,2163.599854,1072.799927,405,48.599998,55.799999,67.049995
103.049995,48.599998,433.349976,4623.299805,1141.199951,46.349998,165.599991,20.25
57.149998,1205.099976,167.849991,514.349976,279.899994,185.399994,140.399994,75.599998
86.849998,212.849991,1607.849976,902.699951,1425.599976,49.049999,81.900002,70.650002
216.449997,267.75,938.25,94.949997,503.549988,130.050003,330.75,25.199999
72,224.549988,1743.299927,2570.399902,815.849976,134.099991,63.449997,57.599998
79.650002,146.25,1390.5,1441.349976,138.149994,96.299995,117,71.549995
56.699997,173.25,767.25,3472.199951,1405.349976,85.949997,87.299995,45.449997
127.799995,31.949999,590.399963,3537.449951,1031.849976,105.299995,273.149994,67.5
146.25,128.699997,666.899963,3829.049805,525.149963,66.150002,109.799995,35.549999
223.649994,62.549999,489.149994,859.049988,1136.25,162.899994,179.099991,129.149994
76.5,44.099998,633.599976,3804.299805,371.699982,33.299999,46.799999,141.75
67.5,42.299999,691.199951,1628.549927,2427.75,58.949997,142.199997,108.899994
